tabela_id,uf_nome,sexo,variavel_nome,unidade_medida,valor,ano,trimestre,periodo_label,valor_imputado,is_outlier,indicador_tabela,valor_normalizado,faixa_rendimento,gap_salarial_pct
4093,Santa Catarina,Masculino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,,2020,3,2020-T3,27.03125,False,Força de trabalho e informalidade,0.31992574257425765,Não se aplica,
4093,Santa Catarina,Feminino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,,2020,3,2020-T3,25.325,False,Força de trabalho e informalidade,0.1509900990099009,Não se aplica,
4093,Santa Catarina,Masculino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,,2020,4,2020-T4,2377.375,False,Força de trabalho e informalidade,0.3927879291251385,Não se aplica,
4093,Santa Catarina,Feminino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,,2020,4,2020-T4,1894.25,False,Força de trabalho e informalidade,0.12527685492801777,Não se aplica,
4093,Santa Catarina,Masculino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,,2020,4,2020-T4,27.03125,False,Força de trabalho e informalidade,0.31992574257425765,Não se aplica,
4093,Santa Catarina,Feminino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,,2020,4,2020-T4,25.325,False,Força de trabalho e informalidade,0.1509900990099009,Não se aplica,
4093,Santa Catarina,Masculino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,,2021,1,2021-T1,2377.375,False,Força de trabalho e informalidade,0.3927879291251385,Não se aplica,
4093,Santa Catarina,Feminino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,,2021,1,2021-T1,1894.25,False,Força de trabalho e informalidade,0.12527685492801777,Não se aplica,
4093,Santa Catarina,Masculino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,,2021,1,2021-T1,27.03125,False,Força de trabalho e informalidade,0.31992574257425765,Não se aplica,
4093,Santa Catarina,Feminino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,,2021,1,2021-T1,25.325,False,Força de trabalho e informalidade,0.1509900990099009,Não se aplica,
4093,Santa Catarina,Masculino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,,2021,2,2021-T2,2377.375,False,Força de trabalho e informalidade,0.3927879291251385,Não se aplica,
4093,Santa Catarina,Feminino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,,2021,2,2021-T2,1894.25,False,Força de trabalho e informalidade,0.12527685492801777,Não se aplica,
4093,Santa Catarina,Masculino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,,2021,2,2021-T2,27.03125,False,Força de trabalho e informalidade,0.31992574257425765,Não se aplica,
4093,Santa Catarina,Feminino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,,2021,2,2021-T2,25.325,False,Força de trabalho e informalidade,0.1509900990099009,Não se aplica,
4093,Santa Catarina,Masculino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,,2021,3,2021-T3,2377.375,False,Força de trabalho e informalidade,0.3927879291251385,Não se aplica,
4093,Santa Catarina,Feminino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,,2021,3,2021-T3,1894.25,False,Força de trabalho e informalidade,0.12527685492801777,Não se aplica,
4093,Santa Catarina,Masculino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,,2021,3,2021-T3,27.03125,False,Força de trabalho e informalidade,0.31992574257425765,Não se aplica,
4093,Santa Catarina,Feminino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,,2021,3,2021-T3,25.325,False,Força de trabalho e informalidade,0.1509900990099009,Não se aplica,
4093,Santa Catarina,Masculino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,,2021,4,2021-T4,2377.375,False,Força de trabalho e informalidade,0.3927879291251385,Não se aplica,
4093,Santa Catarina,Feminino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,,2021,4,2021-T4,1894.25,False,Força de trabalho e informalidade,0.12527685492801777,Não se aplica,
